post_id,reply_set,0,1,2,3,4,5,preds
139,2,"Support, Oppose","Support, Oppose","Neither, Neither",,,,"Support, Oppose, Support, Oppose, Neither, Neither, , "
140,2,"Neither, Neither","Neither, Neither","Neither, Support",,,,"Neither, Neither, Neither, Neither, Neither, Support, , "
141,2,"Oppose, Neither","Support, Neither","Oppose, Neither",,,,"Oppose, Neither, Support, Neither, Oppose, Neither, , "
142,2,"Neither, Oppose","Neither, Neither","Neither, Oppose",,,,"Neither, Oppose, Neither, Neither, Neither, Oppose, , "
143,2,"Oppose, Oppose","Neither, Oppose","Support, Oppose",,,,"Oppose, Oppose, Neither, Oppose, Support, Oppose, , "
144,2,"Neither, Oppose","Neither, Oppose","Neither, Oppose",,,,"Neither, Oppose, Neither, Oppose, Neither, Oppose, , "
145,2,"Neither, Neither","Neither, Neither","Oppose, Support",,,,"Neither, Neither, Neither, Neither, Oppose, Support, , "
146,2,"Support, Oppose","Support, Oppose","Support, Oppose",,,,"Support, Oppose, Support, Oppose, Support, Oppose, , "
147,2,"Oppose, Neither","Support, Neither","Neither, Neither",,,,"Oppose, Neither, Support, Neither, Neither, Neither, , "
148,2,"Neither, Oppose","Neither, Support","Neither, Oppose",,,,"Neither, Oppose, Neither, Support, Neither, Oppose, , "
149,2,"Neither, Oppose","Neither, Neither","Neither, Neither",,,,"Neither, Oppose, Neither, Neither, Neither, Neither, , "
150,2,"Neither, Oppose","Neither, Oppose","Neither, Oppose",,,,"Neither, Oppose, Neither, Oppose, Neither, Oppose, , "
151,3,"Oppose, Support","Neither, Oppose","Neither, Neither","Oppose, Neither",,,"Oppose, Support, Neither, Oppose, Neither, Neither, Oppose, Neither, "
152,3,"Neither, Support","Support, Oppose","Neither, Oppose","Neither, Neither",,,"Neither, Support, Support, Oppose, Neither, Oppose, Neither, Neither, "
153,3,"Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither",,,"Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, "
154,3,"Support, Oppose","Support, Neither","Support, Neither","Support, Oppose",,,"Support, Oppose, Support, Neither, Support, Neither, Support, Oppose, "
155,3,"Oppose, Support","Neither, Oppose","Neither, Support","Neither, Oppose",,,"Oppose, Support, Neither, Oppose, Neither, Support, Neither, Oppose, "
156,3,"Oppose, Neither","Neither, Neither","Oppose, Neither","Neither, Oppose",,,"Oppose, Neither, Neither, Neither, Oppose, Neither, Neither, Oppose, "
157,3,"Oppose, Support","Support, Oppose","Neither, Neither","Neither, Neither",,,"Oppose, Support, Support, Oppose, Neither, Neither, Neither, Neither, "
158,3,"Support, Neither","Neither, Neither","Neither, Neither","Support, Neither",,,"Support, Neither, Neither, Neither, Neither, Neither, Support, Neither, "
159,3,"Neither, Support","Support, Oppose","Neither, Neither","Neither, Neither",,,"Neither, Support, Support, Oppose, Neither, Neither, Neither, Neither, "
160,3,"Support, Oppose","Support, Oppose","Support, Oppose","Neither, Neither",,,"Support, Oppose, Support, Oppose, Support, Oppose, Neither, Neither, "
161,3,"Oppose, Neither","Neither, Oppose","Neither, Neither","Oppose, Neither",,,"Oppose, Neither, Neither, Oppose, Neither, Neither, Oppose, Neither, "
162,3,"Support, Oppose","Neither, Oppose","Support, Neither","Support, Neither",,,"Support, Oppose, Neither, Oppose, Support, Neither, Support, Neither, "
163,3,"Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither",,,"Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, "
164,3,"Neither, Support","Neither, Oppose","Neither, Oppose","Neither, Neither",,,"Neither, Support, Neither, Oppose, Neither, Oppose, Neither, Neither, "
165,3,"Support, Oppose","Neither, Neither","Support, Oppose","Support, Neither",,,"Support, Oppose, Neither, Neither, Support, Oppose, Support, Neither, "
166,3,"Support, Oppose","Neither, Neither","Support, Oppose","Oppose, Support",,,"Support, Oppose, Neither, Neither, Support, Oppose, Oppose, Support, "
167,3,"Neither, Oppose","Support, Oppose","Neither, Oppose","Oppose, Support",,,"Neither, Oppose, Support, Oppose, Neither, Oppose, Oppose, Support, "
168,3,"Neither, Oppose","Neither, Support","Neither, Support","Oppose, Support",,,"Neither, Oppose, Neither, Support, Neither, Support, Oppose, Support, "
169,3,"Oppose, Neither","Neither, Oppose","Neither, Oppose","Oppose, Support",,,"Oppose, Neither, Neither, Oppose, Neither, Oppose, Oppose, Support, "
170,3,"Neither, Neither","Oppose, Neither","Support, Oppose","Neither, Neither",,,"Neither, Neither, Oppose, Neither, Support, Oppose, Neither, Neither, "
171,3,"Support, Oppose","Neither, Neither","Neither, Neither","Support, Oppose",,,"Support, Oppose, Neither, Neither, Neither, Neither, Support, Oppose, "
172,3,"Support, Oppose","Support, Neither","Neither, Neither","Neither, Neither",,,"Support, Oppose, Support, Neither, Neither, Neither, Neither, Neither, "
173,3,"Support, Oppose","Neither, Neither","Support, Oppose","Neither, Neither",,,"Support, Oppose, Neither, Neither, Support, Oppose, Neither, Neither, "
174,3,"Oppose, Support","Oppose, Neither","Neither, Neither","Neither, Support",,,"Oppose, Support, Oppose, Neither, Neither, Neither, Neither, Support, "
175,3,"Neither, Support","Neither, Oppose","Oppose, Neither","Neither, Oppose",,,"Neither, Support, Neither, Oppose, Oppose, Neither, Neither, Oppose, "
176,3,"Neither, Oppose","Neither, Neither","Neither, Oppose","Support, Neither",,,"Neither, Oppose, Neither, Neither, Neither, Oppose, Support, Neither, "
177,3,"Oppose, Support","Oppose, Neither","Oppose, Neither","Neither, Support",,,"Oppose, Support, Oppose, Neither, Oppose, Neither, Neither, Support, "
178,3,"Neither, Support","Neither, Neither","Neither, Oppose","Neither, Support",,,"Neither, Support, Neither, Neither, Neither, Oppose, Neither, Support, "
179,3,"Neither, Oppose","Support, Oppose","Neither, Neither","Neither, Neither",,,"Neither, Oppose, Support, Oppose, Neither, Neither, Neither, Neither, "
180,3,"Support, Neither","Neither, Neither","Support, Neither","Support, Neither",,,"Support, Neither, Neither, Neither, Support, Neither, Support, Neither, "
181,3,"Oppose, Support","Oppose, Neither","Neither, Neither","Oppose, Support",,,"Oppose, Support, Oppose, Neither, Neither, Neither, Oppose, Support, "
182,3,"Oppose, Neither","Support, Neither","Neither, Oppose","Oppose, Neither",,,"Oppose, Neither, Support, Neither, Neither, Oppose, Oppose, Neither, "
183,3,"Oppose, Neither","Support, Neither","Neither, Neither","Neither, Neither",,,"Oppose, Neither, Support, Neither, Neither, Neither, Neither, Neither, "
184,3,"Oppose, Oppose","Neither, Oppose","Neither, Oppose","Neither, Oppose",,,"Oppose, Oppose, Neither, Oppose, Neither, Oppose, Neither, Oppose, "
185,3,"Support, Oppose","Neither, Neither","Neither, Neither","Support, Oppose",,,"Support, Oppose, Neither, Neither, Neither, Neither, Support, Oppose, "
186,3,"Oppose, Support","Oppose, Support","Neither, Support","Neither, Neither",,,"Oppose, Support, Oppose, Support, Neither, Support, Neither, Neither, "
187,3,"Oppose, Neither","Support, Neither","Neither, Neither","Oppose, Neither",,,"Oppose, Neither, Support, Neither, Neither, Neither, Oppose, Neither, "
188,3,"Neither, Oppose","Oppose, Support","Neither, Neither","Neither, Oppose",,,"Neither, Oppose, Oppose, Support, Neither, Neither, Neither, Oppose, "
189,3,"Neither, Oppose","Neither, Neither","Neither, Neither","Neither, Neither",,,"Neither, Oppose, Neither, Neither, Neither, Neither, Neither, Neither, "
190,3,"Support, Oppose","Support, Oppose","Support, Neither","Neither, Oppose",,,"Support, Oppose, Support, Oppose, Support, Neither, Neither, Oppose, "
191,3,"Neither, Oppose","Neither, Neither","Oppose, Support","Support, Oppose",,,"Neither, Oppose, Neither, Neither, Oppose, Support, Support, Oppose, "
192,3,"Neither, Oppose","Neither, Neither","Neither, Neither","Support, Oppose",,,"Neither, Oppose, Neither, Neither, Neither, Neither, Support, Oppose, "
193,3,"Neither, Oppose","Oppose, Support","Neither, Neither","Neither, Neither",,,"Neither, Oppose, Oppose, Support, Neither, Neither, Neither, Neither, "
194,3,"Neither, Oppose","Neither, Oppose","Oppose, Support","Neither, Neither",,,"Neither, Oppose, Neither, Oppose, Oppose, Support, Neither, Neither, "
195,3,"Support, Oppose","Oppose, Neither","Support, Neither","Support, Oppose",,,"Support, Oppose, Oppose, Neither, Support, Neither, Support, Oppose, "
196,3,"Neither, Oppose","Oppose, Support","Neither, Oppose","Support, Oppose",,,"Neither, Oppose, Oppose, Support, Neither, Oppose, Support, Oppose, "
197,3,"Support, Neither","Support, Neither","Neither, Neither","Neither, Neither",,,"Support, Neither, Support, Neither, Neither, Neither, Neither, Neither, "
198,3,"Support, Oppose","Oppose, Neither","Neither, Oppose","Support, Oppose",,,"Support, Oppose, Oppose, Neither, Neither, Oppose, Support, Oppose, "
199,3,"Support, Oppose","Neither, Support","Neither, Oppose","Neither, Neither",,,"Support, Oppose, Neither, Support, Neither, Oppose, Neither, Neither, "
200,3,"Neither, Neither","Neither, Neither","Neither, Neither","Neither, Neither",,,"Neither, Neither, Neither, Neither, Neither, Neither, Neither, Neither, "
201,4,"Support, Neither","Neither, Neither","Support, Neither","Oppose, Neither","Support, Neither",,"Support, Neither, Neither, Neither, Support, Neither, Oppose, Neither, Support, Neither"
202,4,"Support, Neither","Support, Neither","Support, Neither","Support, Oppose","Neither, Neither",,"Support, Neither, Support, Neither, Support, Neither, Support, Oppose, Neither, Neither"
203,4,"Neither, Oppose","Neither, Neither","Support, Neither","Neither, Neither","Neither, Neither",,"Neither, Oppose, Neither, Neither, Support, Neither, Neither, Neither, Neither, Neither"
204,4,"Support, Neither","Support, Neither","Support, Neither","Neither, Neither","Oppose, Neither",,"Support, Neither, Support, Neither, Support, Neither, Neither, Neither, Oppose, Neither"
205,4,"Neither, Support","Oppose, Neither","Neither, Neither","Neither, Neither","Neither, Neither",,"Neither, Support, Oppose, Neither, Neither, Neither, Neither, Neither, Neither, Neither"
206,4,"Support, Neither","Support, Neither","Neither, Neither","Support, Neither","Support, Neither",,"Support, Neither, Support, Neither, Neither, Neither, Support, Neither, Support, Neither"
207,4,"Support, Oppose","Neither, Neither","Oppose, Support","Neither, Oppose","Neither, Neither",,"Support, Oppose, Neither, Neither, Oppose, Support, Neither, Oppose, Neither, Neither"
208,4,"Neither, Support","Neither, Oppose","Neither, Oppose","Neither, Neither","Neither, Oppose",,"Neither, Support, Neither, Oppose, Neither, Oppose, Neither, Neither, Neither, Oppose"
209,4,"Neither, Neither","Support, Neither","Oppose, Neither","Neither, Neither","Neither, Oppose",,"Neither, Neither, Support, Neither, Oppose, Neither, Neither, Neither, Neither, Oppose"
210,4,"Support, Neither","Support, Neither","Support, Neither","Support, Neither","Support, Neither",,"Support, Neither, Support, Neither, Support, Neither, Support, Neither, Support, Neither"
211,4,"Oppose, Oppose","Oppose, Neither","Neither, Oppose","Neither, Oppose","Neither, Neither",,"Oppose, Oppose, Oppose, Neither, Neither, Oppose, Neither, Oppose, Neither, Neither"
212,4,"Neither, Neither","Oppose, Neither","Oppose, Neither","Neither, Neither","Neither, Neither",,"Neither, Neither, Oppose, Neither, Oppose, Neither, Neither, Neither, Neither, Neither"
213,4,"Oppose, Neither","Neither, Oppose","Oppose, Neither","Oppose, Neither","Support, Neither",,"Oppose, Neither, Neither, Oppose, Oppose, Neither, Oppose, Neither, Support, Neither"
214,4,"Oppose, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Oppose, Neither",,"Oppose, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Oppose, Neither"
215,4,"Neither, Oppose","Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Oppose",,"Neither, Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Oppose"
216,4,"Neither, Oppose","Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Neither",,"Neither, Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Neither"
217,4,"Neither, Support","Oppose, Support","Neither, Oppose","Neither, Support","Neither, Oppose",,"Neither, Support, Oppose, Support, Neither, Oppose, Neither, Support, Neither, Oppose"
218,4,"Neither, Support","Neither, Support","Neither, Oppose","Neither, Support","Neither, Oppose",,"Neither, Support, Neither, Support, Neither, Oppose, Neither, Support, Neither, Oppose"
219,4,"Support, Neither","Neither, Neither","Support, Neither","Oppose, Neither","Support, Neither",,"Support, Neither, Neither, Neither, Support, Neither, Oppose, Neither, Support, Neither"
220,4,"Neither, Neither","Neither, Neither","Neither, Neither","Oppose, Support","Oppose, Support",,"Neither, Neither, Neither, Neither, Neither, Neither, Oppose, Support, Oppose, Support"
221,4,"Neither, Support","Neither, Oppose","Neither, Support","Neither, Oppose","Neither, Neither",,"Neither, Support, Neither, Oppose, Neither, Support, Neither, Oppose, Neither, Neither"
222,4,"Oppose, Support","Neither, Oppose","Neither, Neither","Neither, Neither","Neither, Neither",,"Oppose, Support, Neither, Oppose, Neither, Neither, Neither, Neither, Neither, Neither"
223,4,"Support, Oppose","Neither, Neither","Neither, Neither","Neither, Support","Support, Oppose",,"Support, Oppose, Neither, Neither, Neither, Neither, Neither, Support, Support, Oppose"
224,4,"Oppose, Neither","Support, Oppose","Oppose, Neither","Neither, Neither","Oppose, Neither",,"Oppose, Neither, Support, Oppose, Oppose, Neither, Neither, Neither, Oppose, Neither"
225,4,"Neither, Neither","Neither, Neither","Oppose, Neither","Neither, Neither","Neither, Oppose",,"Neither, Neither, Neither, Neither, Oppose, Neither, Neither, Neither, Neither, Oppose"
226,4,"Support, Neither","Oppose, Neither","Oppose, Neither","Support, Oppose","Support, Neither",,"Support, Neither, Oppose, Neither, Oppose, Neither, Support, Oppose, Support, Neither"
227,4,"Neither, Oppose","Neither, Neither","Neither, Neither","Support, Neither","Neither, Neither",,"Neither, Oppose, Neither, Neither, Neither, Neither, Support, Neither, Neither, Neither"
228,4,"Support, Oppose","Oppose, Neither","Support, Oppose","Oppose, Neither","Support, Oppose",,"Support, Oppose, Oppose, Neither, Support, Oppose, Oppose, Neither, Support, Oppose"
229,4,"Support, Neither","Neither, Neither","Neither, Neither","Neither, Neither","Support, Neither",,"Support, Neither, Neither, Neither, Neither, Neither, Neither, Neither, Support, Neither"
230,4,"Support, Neither","Oppose, Neither","Neither, Neither","Support, Neither","Support, Neither",,"Support, Neither, Oppose, Neither, Neither, Neither, Support, Neither, Support, Neither"
231,4,"Support, Oppose","Support, Oppose","Support, Oppose","Neither, Neither","Support, Oppose",,"Support, Oppose, Support, Oppose, Support, Oppose, Neither, Neither, Support, Oppose"
232,4,"Oppose, Support","Oppose, Neither","Neither, Oppose","Neither, Neither","Neither, Neither",,"Oppose, Support, Oppose, Neither, Neither, Oppose, Neither, Neither, Neither, Neither"
233,4,"Support, Oppose","Neither, Neither","Neither, Neither","Neither, Oppose","Neither, Neither",,"Support, Oppose, Neither, Neither, Neither, Neither, Neither, Oppose, Neither, Neither"
234,4,"Neither, Oppose","Neither, Support","Neither, Oppose","Support, Oppose","Neither, Oppose",,"Neither, Oppose, Neither, Support, Neither, Oppose, Support, Oppose, Neither, Oppose"
235,4,"Oppose, Neither","Oppose, Support","Neither, Neither","Oppose, Neither","Neither, Oppose",,"Oppose, Neither, Oppose, Support, Neither, Neither, Oppose, Neither, Neither, Oppose"
236,4,"Support, Neither","Oppose, Neither","Neither, Oppose","Support, Neither","Support, Neither",,"Support, Neither, Oppose, Neither, Neither, Oppose, Support, Neither, Support, Neither"
