stanceTrump,stanceClinton,reply_id,post_id,preds
Oppose,Neither,0,74,"Oppose, Neither"
Support,Neither,1,74,"Support, Neither"
Oppose,Support,0,75,"Oppose, Support"
Neither,Support,1,75,"Neither, Support"
Support,Oppose,0,76,"Support, Oppose"
Support,Oppose,1,76,"Support, Oppose"
Support,Oppose,0,77,"Support, Oppose"
Oppose,Neither,1,77,"Oppose, Neither"
Oppose,Oppose,0,78,"Oppose, Oppose"
Oppose,Support,1,78,"Oppose, Support"
Support,Oppose,0,79,"Support, Oppose"
Support,Oppose,1,79,"Support, Oppose"
Support,Oppose,0,80,"Support, Oppose"
Neither,Oppose,1,80,"Neither, Oppose"
Support,Oppose,0,81,"Support, Oppose"
Support,Oppose,1,81,"Support, Oppose"
Support,Oppose,0,82,"Support, Oppose"
Neither,Neither,1,82,"Neither, Neither"
Oppose,Support,0,83,"Oppose, Support"
Neither,Neither,1,83,"Neither, Neither"
Neither,Oppose,0,84,"Neither, Oppose"
Neither,Neither,1,84,"Neither, Neither"
Oppose,Support,0,85,"Oppose, Support"
Neither,Neither,1,85,"Neither, Neither"
Oppose,Support,0,86,"Oppose, Support"
Oppose,Support,1,86,"Oppose, Support"
Neither,Support,0,87,"Neither, Support"
Neither,Oppose,1,87,"Neither, Oppose"
Oppose,Support,0,88,"Oppose, Support"
Oppose,Neither,1,88,"Oppose, Neither"
Oppose,Neither,0,89,"Oppose, Neither"
Oppose,Neither,1,89,"Oppose, Neither"
Support,Oppose,0,90,"Support, Oppose"
Neither,Neither,1,90,"Neither, Neither"
Oppose,Support,0,91,"Oppose, Support"
Support,Neither,1,91,"Support, Neither"
Support,Oppose,0,92,"Support, Oppose"
Support,Oppose,1,92,"Support, Oppose"
Oppose,Oppose,0,93,"Oppose, Oppose"
Support,Oppose,1,93,"Support, Oppose"
Oppose,Oppose,0,94,"Oppose, Oppose"
Support,Oppose,1,94,"Support, Oppose"
Support,Neither,0,95,"Support, Neither"
Oppose,Neither,1,95,"Oppose, Neither"
Neither,Support,0,96,"Neither, Support"
Neither,Support,1,96,"Neither, Support"
Support,Oppose,0,97,"Support, Oppose"
Oppose,Neither,1,97,"Oppose, Neither"
Oppose,Neither,0,98,"Oppose, Neither"
Neither,Neither,1,98,"Neither, Neither"
Support,Oppose,0,99,"Support, Oppose"
Neither,Neither,1,99,"Neither, Neither"
Support,Oppose,0,100,"Support, Oppose"
Support,Oppose,1,100,"Support, Oppose"
Support,Oppose,0,101,"Support, Oppose"
Support,Neither,1,101,"Support, Neither"
Support,Neither,2,101,"Support, Neither"
Support,Oppose,0,102,"Support, Oppose"
Support,Oppose,1,102,"Support, Oppose"
Support,Oppose,2,102,"Support, Oppose"
Support,Oppose,0,103,"Support, Oppose"
Neither,Neither,1,103,"Neither, Neither"
Support,Support,2,103,"Support, Support"
Support,Oppose,0,104,"Support, Oppose"
Support,Oppose,1,104,"Support, Oppose"
Neither,Oppose,2,104,"Neither, Oppose"
Oppose,Support,0,105,"Oppose, Support"
Neither,Neither,1,105,"Neither, Neither"
Neither,Support,2,105,"Neither, Support"
Neither,Support,0,106,"Neither, Support"
Support,Oppose,1,106,"Support, Oppose"
Neither,Support,2,106,"Neither, Support"
Support,Oppose,0,107,"Support, Oppose"
Oppose,Support,1,107,"Oppose, Support"
Neither,Neither,2,107,"Neither, Neither"
Support,Oppose,0,108,"Support, Oppose"
Oppose,Support,1,108,"Oppose, Support"
Support,Oppose,2,108,"Support, Oppose"
Support,Oppose,0,109,"Support, Oppose"
Support,Oppose,1,109,"Support, Oppose"
Support,Oppose,2,109,"Support, Oppose"
Support,Oppose,0,110,"Support, Oppose"
Support,Oppose,1,110,"Support, Oppose"
Support,Oppose,2,110,"Support, Oppose"
Oppose,Neither,0,111,"Oppose, Neither"
Neither,Neither,1,111,"Neither, Neither"
Support,Neither,2,111,"Support, Neither"
Oppose,Oppose,0,112,"Oppose, Oppose"
Support,Neither,1,112,"Support, Neither"
Support,Oppose,2,112,"Support, Oppose"
Oppose,Neither,0,113,"Oppose, Neither"
Oppose,Neither,1,113,"Oppose, Neither"
Neither,Neither,2,113,"Neither, Neither"
Support,Neither,0,114,"Support, Neither"
Support,Neither,1,114,"Support, Neither"
Support,Oppose,2,114,"Support, Oppose"
Support,Oppose,0,115,"Support, Oppose"
Support,Neither,1,115,"Support, Neither"
Support,Neither,2,115,"Support, Neither"
Support,Oppose,0,116,"Support, Oppose"
Support,Oppose,1,116,"Support, Oppose"
Support,Oppose,2,116,"Support, Oppose"
Support,Neither,0,117,"Support, Neither"
Neither,Neither,1,117,"Neither, Neither"
Support,Neither,2,117,"Support, Neither"
Oppose,Support,0,118,"Oppose, Support"
Neither,Support,1,118,"Neither, Support"
Neither,Support,2,118,"Neither, Support"
Support,Oppose,0,119,"Support, Oppose"
Support,Oppose,1,119,"Support, Oppose"
Support,Support,2,119,"Support, Support"
Neither,Oppose,0,120,"Neither, Oppose"
Neither,Neither,1,120,"Neither, Neither"
Neither,Neither,2,120,"Neither, Neither"
Support,Oppose,0,121,"Support, Oppose"
Oppose,Neither,1,121,"Oppose, Neither"
Support,Oppose,2,121,"Support, Oppose"
Support,Oppose,0,122,"Support, Oppose"
Oppose,Support,1,122,"Oppose, Support"
Oppose,Neither,2,122,"Oppose, Neither"
Oppose,Support,0,123,"Oppose, Support"
Neither,Neither,1,123,"Neither, Neither"
Oppose,Support,2,123,"Oppose, Support"
Support,Oppose,0,124,"Support, Oppose"
Support,Oppose,1,124,"Support, Oppose"
Support,Oppose,2,124,"Support, Oppose"
Neither,Support,0,125,"Neither, Support"
Oppose,Support,1,125,"Oppose, Support"
Neither,Support,2,125,"Neither, Support"
Support,Oppose,0,126,"Support, Oppose"
Support,Oppose,1,126,"Support, Oppose"
Oppose,Neither,2,126,"Oppose, Neither"
Oppose,Oppose,0,127,"Oppose, Oppose"
Support,Neither,1,127,"Support, Neither"
Neither,Neither,2,127,"Neither, Neither"
Support,Oppose,0,128,"Support, Oppose"
Neither,Support,1,128,"Neither, Support"
Oppose,Oppose,2,128,"Oppose, Oppose"
Support,Neither,0,129,"Support, Neither"
Support,Neither,1,129,"Support, Neither"
Support,Neither,2,129,"Support, Neither"
Support,Oppose,0,130,"Support, Oppose"
Support,Oppose,1,130,"Support, Oppose"
Support,Oppose,2,130,"Support, Oppose"
Neither,Support,0,131,"Neither, Support"
Neither,Neither,1,131,"Neither, Neither"
Neither,Neither,2,131,"Neither, Neither"
Support,Neither,0,132,"Support, Neither"
Support,Support,1,132,"Support, Support"
Oppose,Support,2,132,"Oppose, Support"
Support,Oppose,0,133,"Support, Oppose"
Neither,Neither,1,133,"Neither, Neither"
Neither,Neither,2,133,"Neither, Neither"
Neither,Support,0,134,"Neither, Support"
Neither,Support,1,134,"Neither, Support"
Neither,Support,2,134,"Neither, Support"
Support,Oppose,0,135,"Support, Oppose"
Support,Oppose,1,135,"Support, Oppose"
Support,Oppose,2,135,"Support, Oppose"
Oppose,Neither,0,136,"Oppose, Neither"
Oppose,Neither,1,136,"Oppose, Neither"
Oppose,Neither,2,136,"Oppose, Neither"
Oppose,Neither,0,137,"Oppose, Neither"
Support,Neither,1,137,"Support, Neither"
Support,Oppose,2,137,"Support, Oppose"
Neither,Oppose,0,138,"Neither, Oppose"
Support,Neither,1,138,"Support, Neither"
Neither,Oppose,2,138,"Neither, Oppose"
Support,Oppose,0,139,"Support, Oppose"
Support,Oppose,1,139,"Support, Oppose"
Support,Neither,2,139,"Support, Neither"
Neither,Neither,0,140,"Neither, Neither"
Neither,Neither,1,140,"Neither, Neither"
Neither,Support,2,140,"Neither, Support"
Oppose,Neither,0,141,"Oppose, Neither"
Support,Neither,1,141,"Support, Neither"
Oppose,Neither,2,141,"Oppose, Neither"
Oppose,Oppose,0,142,"Oppose, Oppose"
Neither,Neither,1,142,"Neither, Neither"
Oppose,Oppose,2,142,"Oppose, Oppose"
Neither,Oppose,0,143,"Neither, Oppose"
Neither,Oppose,1,143,"Neither, Oppose"
Support,Oppose,2,143,"Support, Oppose"
Oppose,Oppose,0,144,"Oppose, Oppose"
Oppose,Oppose,1,144,"Oppose, Oppose"
Oppose,Oppose,2,144,"Oppose, Oppose"
Neither,Neither,0,145,"Neither, Neither"
Neither,Neither,1,145,"Neither, Neither"
Oppose,Support,2,145,"Oppose, Support"
Support,Oppose,0,146,"Support, Oppose"
Support,Oppose,1,146,"Support, Oppose"
Support,Oppose,2,146,"Support, Oppose"
Neither,Neither,0,147,"Neither, Neither"
Support,Oppose,1,147,"Support, Oppose"
Neither,Neither,2,147,"Neither, Neither"
Oppose,Oppose,0,148,"Oppose, Oppose"
Oppose,Oppose,1,148,"Oppose, Oppose"
Neither,Support,2,148,"Neither, Support"
Support,Oppose,0,149,"Support, Oppose"
Neither,Neither,1,149,"Neither, Neither"
Oppose,Neither,2,149,"Oppose, Neither"
Neither,Oppose,0,150,"Neither, Oppose"
Support,Oppose,1,150,"Support, Oppose"
Support,Oppose,2,150,"Support, Oppose"
Oppose,Support,0,151,"Oppose, Support"
Neither,Neither,1,151,"Neither, Neither"
Neither,Neither,2,151,"Neither, Neither"
Oppose,Support,3,151,"Oppose, Support"
Support,Oppose,0,152,"Support, Oppose"
Support,Oppose,1,152,"Support, Oppose"
Support,Oppose,2,152,"Support, Oppose"
Support,Neither,3,152,"Support, Neither"
Neither,Neither,0,153,"Neither, Neither"
Oppose,Neither,1,153,"Oppose, Neither"
Neither,Neither,2,153,"Neither, Neither"
Oppose,Neither,3,153,"Oppose, Neither"
Support,Oppose,0,154,"Support, Oppose"
Support,Oppose,1,154,"Support, Oppose"
Support,Oppose,2,154,"Support, Oppose"
Support,Oppose,3,154,"Support, Oppose"
Oppose,Support,0,155,"Oppose, Support"
Support,Oppose,1,155,"Support, Oppose"
Oppose,Support,2,155,"Oppose, Support"
Oppose,Oppose,3,155,"Oppose, Oppose"
Oppose,Neither,0,156,"Oppose, Neither"
Oppose,Neither,1,156,"Oppose, Neither"
Oppose,Neither,2,156,"Oppose, Neither"
Oppose,Oppose,3,156,"Oppose, Oppose"
Oppose,Support,0,157,"Oppose, Support"
Support,Oppose,1,157,"Support, Oppose"
Neither,Neither,2,157,"Neither, Neither"
Oppose,Support,3,157,"Oppose, Support"
Support,Neither,0,158,"Support, Neither"
Neither,Neither,1,158,"Neither, Neither"
Neither,Neither,2,158,"Neither, Neither"
Support,Neither,3,158,"Support, Neither"
Oppose,Support,0,159,"Oppose, Support"
Support,Oppose,1,159,"Support, Oppose"
Neither,Neither,2,159,"Neither, Neither"
Support,Neither,3,159,"Support, Neither"
Support,Oppose,0,160,"Support, Oppose"
Support,Oppose,1,160,"Support, Oppose"
Support,Oppose,2,160,"Support, Oppose"
Support,Neither,3,160,"Support, Neither"
Oppose,Support,0,161,"Oppose, Support"
Oppose,Support,1,161,"Oppose, Support"
Oppose,Support,2,161,"Oppose, Support"
Oppose,Support,3,161,"Oppose, Support"
Support,Oppose,0,162,"Support, Oppose"
Neither,Neither,1,162,"Neither, Neither"
Support,Oppose,2,162,"Support, Oppose"
Support,Neither,3,162,"Support, Neither"
Neither,Neither,0,163,"Neither, Neither"
Support,Neither,1,163,"Support, Neither"
Neither,Support,2,163,"Neither, Support"
Neither,Neither,3,163,"Neither, Neither"
Neither,Support,0,164,"Neither, Support"
Oppose,Oppose,1,164,"Oppose, Oppose"
Neither,Oppose,2,164,"Neither, Oppose"
Oppose,Neither,3,164,"Oppose, Neither"
Support,Oppose,0,165,"Support, Oppose"
Support,Oppose,1,165,"Support, Oppose"
Support,Oppose,2,165,"Support, Oppose"
Support,Neither,3,165,"Support, Neither"
Support,Oppose,0,166,"Support, Oppose"
Neither,Neither,1,166,"Neither, Neither"
Support,Oppose,2,166,"Support, Oppose"
Support,Support,3,166,"Support, Support"
Support,Oppose,0,167,"Support, Oppose"
Support,Oppose,1,167,"Support, Oppose"
Neither,Neither,2,167,"Neither, Neither"
Oppose,Support,3,167,"Oppose, Support"
Oppose,Support,0,168,"Oppose, Support"
Oppose,Support,1,168,"Oppose, Support"
Oppose,Support,2,168,"Oppose, Support"
Oppose,Support,3,168,"Oppose, Support"
Oppose,Neither,0,169,"Oppose, Neither"
Support,Oppose,1,169,"Support, Oppose"
Support,Oppose,2,169,"Support, Oppose"
Oppose,Support,3,169,"Oppose, Support"
Support,Oppose,0,170,"Support, Oppose"
Support,Neither,1,170,"Support, Neither"
Support,Oppose,2,170,"Support, Oppose"
Support,Neither,3,170,"Support, Neither"
Support,Oppose,0,171,"Support, Oppose"
Neither,Neither,1,171,"Neither, Neither"
Support,Oppose,2,171,"Support, Oppose"
Support,Oppose,3,171,"Support, Oppose"
Oppose,Neither,0,172,"Oppose, Neither"
Neither,Neither,1,172,"Neither, Neither"
Neither,Neither,2,172,"Neither, Neither"
Oppose,Neither,3,172,"Oppose, Neither"
Support,Support,0,173,"Support, Support"
Oppose,Neither,1,173,"Oppose, Neither"
Support,Support,2,173,"Support, Support"
Neither,Neither,3,173,"Neither, Neither"
Oppose,Support,0,174,"Oppose, Support"
Oppose,Support,1,174,"Oppose, Support"
Oppose,Support,2,174,"Oppose, Support"
Oppose,Support,3,174,"Oppose, Support"
Neither,Support,0,175,"Neither, Support"
Neither,Oppose,1,175,"Neither, Oppose"
Oppose,Support,2,175,"Oppose, Support"
Neither,Oppose,3,175,"Neither, Oppose"
Support,Oppose,0,176,"Support, Oppose"
Neither,Neither,1,176,"Neither, Neither"
Neither,Oppose,2,176,"Neither, Oppose"
Support,Oppose,3,176,"Support, Oppose"
Oppose,Support,0,177,"Oppose, Support"
Oppose,Neither,1,177,"Oppose, Neither"
Oppose,Neither,2,177,"Oppose, Neither"
Oppose,Support,3,177,"Oppose, Support"
Neither,Support,0,178,"Neither, Support"
Neither,Neither,1,178,"Neither, Neither"
Support,Oppose,2,178,"Support, Oppose"
Neither,Support,3,178,"Neither, Support"
Oppose,Oppose,0,179,"Oppose, Oppose"
Support,Oppose,1,179,"Support, Oppose"
Neither,Neither,2,179,"Neither, Neither"
Neither,Neither,3,179,"Neither, Neither"
Support,Neither,0,180,"Support, Neither"
Neither,Neither,1,180,"Neither, Neither"
Support,Neither,2,180,"Support, Neither"
Support,Neither,3,180,"Support, Neither"
Oppose,Support,0,181,"Oppose, Support"
Oppose,Neither,1,181,"Oppose, Neither"
Oppose,Support,2,181,"Oppose, Support"
Oppose,Support,3,181,"Oppose, Support"
Support,Oppose,0,182,"Support, Oppose"
Oppose,Neither,1,182,"Oppose, Neither"
Support,Oppose,2,182,"Support, Oppose"
Support,Neither,3,182,"Support, Neither"
Oppose,Neither,0,183,"Oppose, Neither"
Oppose,Neither,1,183,"Oppose, Neither"
Oppose,Neither,2,183,"Oppose, Neither"
Oppose,Support,3,183,"Oppose, Support"
Oppose,Oppose,0,184,"Oppose, Oppose"
Support,Oppose,1,184,"Support, Oppose"
Neither,Oppose,2,184,"Neither, Oppose"
Neither,Oppose,3,184,"Neither, Oppose"
Support,Oppose,0,185,"Support, Oppose"
Support,Oppose,1,185,"Support, Oppose"
Neither,Neither,2,185,"Neither, Neither"
Support,Oppose,3,185,"Support, Oppose"
Oppose,Support,0,186,"Oppose, Support"
Oppose,Support,1,186,"Oppose, Support"
Oppose,Support,2,186,"Oppose, Support"
Neither,Neither,3,186,"Neither, Neither"
Oppose,Neither,0,187,"Oppose, Neither"
Support,Neither,1,187,"Support, Neither"
Support,Neither,2,187,"Support, Neither"
Oppose,Neither,3,187,"Oppose, Neither"
Oppose,Oppose,0,188,"Oppose, Oppose"
Support,Support,1,188,"Support, Support"
Neither,Neither,2,188,"Neither, Neither"
Oppose,Support,3,188,"Oppose, Support"
Support,Oppose,0,189,"Support, Oppose"
Support,Oppose,1,189,"Support, Oppose"
Support,Oppose,2,189,"Support, Oppose"
Support,Oppose,3,189,"Support, Oppose"
Support,Oppose,0,190,"Support, Oppose"
Support,Oppose,1,190,"Support, Oppose"
Support,Oppose,2,190,"Support, Oppose"
Support,Oppose,3,190,"Support, Oppose"
Neither,Oppose,0,191,"Neither, Oppose"
Neither,Neither,1,191,"Neither, Neither"
Neither,Support,2,191,"Neither, Support"
Neither,Oppose,3,191,"Neither, Oppose"
Neither,Oppose,0,192,"Neither, Oppose"
Neither,Neither,1,192,"Neither, Neither"
Support,Oppose,2,192,"Support, Oppose"
Support,Oppose,3,192,"Support, Oppose"
Oppose,Oppose,0,193,"Oppose, Oppose"
Oppose,Support,1,193,"Oppose, Support"
Oppose,Neither,2,193,"Oppose, Neither"
Neither,Neither,3,193,"Neither, Neither"
Oppose,Oppose,0,194,"Oppose, Oppose"
Neither,Neither,1,194,"Neither, Neither"
Oppose,Support,2,194,"Oppose, Support"
Neither,Neither,3,194,"Neither, Neither"
Support,Oppose,0,195,"Support, Oppose"
Oppose,Neither,1,195,"Oppose, Neither"
Support,Neither,2,195,"Support, Neither"
Support,Oppose,3,195,"Support, Oppose"
Support,Oppose,0,196,"Support, Oppose"
Support,Oppose,1,196,"Support, Oppose"
Support,Oppose,2,196,"Support, Oppose"
Support,Oppose,3,196,"Support, Oppose"
Support,Neither,0,197,"Support, Neither"
Neither,Neither,1,197,"Neither, Neither"
Oppose,Neither,2,197,"Oppose, Neither"
Support,Neither,3,197,"Support, Neither"
Support,Oppose,0,198,"Support, Oppose"
Oppose,Neither,1,198,"Oppose, Neither"
Support,Oppose,2,198,"Support, Oppose"
Support,Oppose,3,198,"Support, Oppose"
Support,Oppose,0,199,"Support, Oppose"
Neither,Support,1,199,"Neither, Support"
Support,Oppose,2,199,"Support, Oppose"
Neither,Oppose,3,199,"Neither, Oppose"
Neither,Neither,0,200,"Neither, Neither"
Neither,Neither,1,200,"Neither, Neither"
Neither,Neither,2,200,"Neither, Neither"
Neither,Neither,3,200,"Neither, Neither"
Support,Neither,0,201,"Support, Neither"
Support,Neither,1,201,"Support, Neither"
Support,Neither,2,201,"Support, Neither"
Oppose,Neither,3,201,"Oppose, Neither"
Support,Neither,4,201,"Support, Neither"
Neither,Neither,0,202,"Neither, Neither"
Neither,Neither,1,202,"Neither, Neither"
Neither,Neither,2,202,"Neither, Neither"
Oppose,Support,3,202,"Oppose, Support"
Neither,Support,4,202,"Neither, Support"
Support,Oppose,0,203,"Support, Oppose"
Support,Oppose,1,203,"Support, Oppose"
Support,Neither,2,203,"Support, Neither"
Support,Neither,3,203,"Support, Neither"
Support,Neither,4,203,"Support, Neither"
Support,Neither,0,204,"Support, Neither"
Support,Neither,1,204,"Support, Neither"
Support,Neither,2,204,"Support, Neither"
Support,Neither,3,204,"Support, Neither"
Oppose,Neither,4,204,"Oppose, Neither"
Oppose,Support,0,205,"Oppose, Support"
Support,Neither,1,205,"Support, Neither"
Oppose,Neither,2,205,"Oppose, Neither"
Neither,Neither,3,205,"Neither, Neither"
Oppose,Neither,4,205,"Oppose, Neither"
Support,Neither,0,206,"Support, Neither"
Support,Neither,1,206,"Support, Neither"
Neither,Neither,2,206,"Neither, Neither"
Support,Neither,3,206,"Support, Neither"
Support,Neither,4,206,"Support, Neither"
Support,Oppose,0,207,"Support, Oppose"
Support,Oppose,1,207,"Support, Oppose"
Oppose,Support,2,207,"Oppose, Support"
Support,Oppose,3,207,"Support, Oppose"
Support,Oppose,4,207,"Support, Oppose"
Neither,Support,0,208,"Neither, Support"
Neither,Oppose,1,208,"Neither, Oppose"
Support,Oppose,2,208,"Support, Oppose"
Neither,Oppose,3,208,"Neither, Oppose"
Neither,Neither,4,208,"Neither, Neither"
Support,Neither,0,209,"Support, Neither"
Support,Neither,1,209,"Support, Neither"
Oppose,Neither,2,209,"Oppose, Neither"
Neither,Neither,3,209,"Neither, Neither"
Support,Oppose,4,209,"Support, Oppose"
Support,Neither,0,210,"Support, Neither"
Support,Neither,1,210,"Support, Neither"
Support,Neither,2,210,"Support, Neither"
Support,Neither,3,210,"Support, Neither"
Support,Neither,4,210,"Support, Neither"
Oppose,Support,0,211,"Oppose, Support"
Oppose,Support,1,211,"Oppose, Support"
Neither,Oppose,2,211,"Neither, Oppose"
Oppose,Support,3,211,"Oppose, Support"
Oppose,Support,4,211,"Oppose, Support"
Support,Neither,0,212,"Support, Neither"
Oppose,Neither,1,212,"Oppose, Neither"
Oppose,Neither,2,212,"Oppose, Neither"
Neither,Neither,3,212,"Neither, Neither"
Neither,Neither,4,212,"Neither, Neither"
Oppose,Neither,0,213,"Oppose, Neither"
Support,Oppose,1,213,"Support, Oppose"
Support,Neither,2,213,"Support, Neither"
Support,Neither,3,213,"Support, Neither"
Support,Neither,4,213,"Support, Neither"
Support,Neither,0,214,"Support, Neither"
Oppose,Neither,1,214,"Oppose, Neither"
Support,Neither,2,214,"Support, Neither"
Support,Neither,3,214,"Support, Neither"
Oppose,Support,4,214,"Oppose, Support"
Oppose,Oppose,0,215,"Oppose, Oppose"
Neither,Neither,1,215,"Neither, Neither"
Oppose,Oppose,2,215,"Oppose, Oppose"
Oppose,Support,3,215,"Oppose, Support"
Neither,Support,4,215,"Neither, Support"
Neither,Oppose,0,216,"Neither, Oppose"
Neither,Oppose,1,216,"Neither, Oppose"
Neither,Neither,2,216,"Neither, Neither"
Neither,Oppose,3,216,"Neither, Oppose"
Neither,Neither,4,216,"Neither, Neither"
Oppose,Support,0,217,"Oppose, Support"
Oppose,Support,1,217,"Oppose, Support"
Support,Oppose,2,217,"Support, Oppose"
Oppose,Support,3,217,"Oppose, Support"
Oppose,Oppose,4,217,"Oppose, Oppose"
Neither,Support,0,218,"Neither, Support"
Neither,Support,1,218,"Neither, Support"
Oppose,Oppose,2,218,"Oppose, Oppose"
Neither,Support,3,218,"Neither, Support"
Neither,Oppose,4,218,"Neither, Oppose"
Support,Oppose,0,219,"Support, Oppose"
Neither,Neither,1,219,"Neither, Neither"
Support,Oppose,2,219,"Support, Oppose"
Oppose,Support,3,219,"Oppose, Support"
Support,Oppose,4,219,"Support, Oppose"
Oppose,Support,0,220,"Oppose, Support"
Oppose,Support,1,220,"Oppose, Support"
Oppose,Support,2,220,"Oppose, Support"
Oppose,Support,3,220,"Oppose, Support"
Oppose,Support,4,220,"Oppose, Support"
Neither,Support,0,221,"Neither, Support"
Oppose,Neither,1,221,"Oppose, Neither"
Oppose,Support,2,221,"Oppose, Support"
Oppose,Neither,3,221,"Oppose, Neither"
Oppose,Support,4,221,"Oppose, Support"
Oppose,Support,0,222,"Oppose, Support"
Oppose,Oppose,1,222,"Oppose, Oppose"
Oppose,Support,2,222,"Oppose, Support"
Oppose,Support,3,222,"Oppose, Support"
Oppose,Support,4,222,"Oppose, Support"
Support,Oppose,0,223,"Support, Oppose"
Neither,Neither,1,223,"Neither, Neither"
Support,Oppose,2,223,"Support, Oppose"
Neither,Neither,3,223,"Neither, Neither"
Support,Oppose,4,223,"Support, Oppose"
Oppose,Support,0,224,"Oppose, Support"
Support,Oppose,1,224,"Support, Oppose"
Oppose,Support,2,224,"Oppose, Support"
Oppose,Support,3,224,"Oppose, Support"
Oppose,Support,4,224,"Oppose, Support"
Neither,Oppose,0,225,"Neither, Oppose"
Support,Neither,1,225,"Support, Neither"
Oppose,Oppose,2,225,"Oppose, Oppose"
Neither,Neither,3,225,"Neither, Neither"
Support,Oppose,4,225,"Support, Oppose"
Support,Oppose,0,226,"Support, Oppose"
Oppose,Neither,1,226,"Oppose, Neither"
Oppose,Neither,2,226,"Oppose, Neither"
Support,Oppose,3,226,"Support, Oppose"
Support,Oppose,4,226,"Support, Oppose"
Neither,Neither,0,227,"Neither, Neither"
Neither,Support,1,227,"Neither, Support"
